factory,pool,token_x,token_y,bin_step,creation_block
0xa6630671775c4ea2743840f9a5016dcf2a104054,0x93e81d138ba3279b75da381d0534bcef164f7fd3,0x8a3ed1f2d15b5015396f494cc1da977da38a6773,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,25,71646841
0xa6630671775c4ea2743840f9a5016dcf2a104054,0x96069f55d86daa102011f366628dedfa4425909a,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,0xcda86a272531e8640cd7f1a92c01839911b90bb0,25,76909740
0xa6630671775c4ea2743840f9a5016dcf2a104054,0x98f1030d989e0ae19135d8ee186294f44e09ebba,0x9f0c013016e8656bc256f948cd4b79ab25c7b94d,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,71026690
0xa6630671775c4ea2743840f9a5016dcf2a104054,0x99e195ff878cd12bb5b25b512d86ebf3fa0e86a2,0x779f4e5fb773e17bc8e809f4ef1abb140861159a,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,63567896
0xa6630671775c4ea2743840f9a5016dcf2a104054,0x9ee2a2f30932e3633f0e2fca91eff4cb0bf814c4,0x9f0c013016e8656bc256f948cd4b79ab25c7b94d,0xcda86a272531e8640cd7f1a92c01839911b90bb0,100,71026333
0xa6630671775c4ea2743840f9a5016dcf2a104054,0x9fc9ea5eb12fefed6c098020fc4411dac6a6ffa5,0xc9fed320265eae213620bc2cffb8d7fefe53153d,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,25,86390076
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xa15c851afc33aab6e478d538a4a8c66cacc19686,0xdeaddeaddeaddeaddeaddeaddeaddeaddead1111,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,10,62613184
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xa173552895307fc6b660b82bde54b877bc713ca1,0x6a720fbf4b4044adcd7da36a80a4abf97c9d7e19,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,25,64329598
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xa1c653c415db1c00dfd04ee26e624f959a0ed52f,0x09bc4e0d864854c6afb6eb9a9cdf58ac190d0df9,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,25,70010935
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xa1dc9aca3b07af1f0139cfb93b8fd2aabc5c588b,0x4515a45337f461a11ff0fe8abf3c606ae5dc00c9,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,25,89587443
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xa3f04b09945e0acc1844f5b402e43a1add189b6b,0xc752f7ceffd8a52e541b256d2c73e65f8bac60c7,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,66937265
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xa46827791e25c2da09db40adb54833ec0e878a7d,0x7f4db37d7beb31f445307782bc3da0f18df13696,0xcda86a272531e8640cd7f1a92c01839911b90bb0,25,66454826
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xa7060aead9b150272f0c168906ff39f33ee54a73,0x93e855643e940d025be2e529272e4dbd15a2cf74,0xdeaddeaddeaddeaddeaddeaddeaddeaddead1111,50,93160931
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xa8d0992123346980780918a559db3ddb772a9462,0x91824fc3573c5043837f6357b72f60014a710501,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,64522920
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xa8e84f6eaf172c8e3cd5c53c760fce54b29e161b,0xdeaddeaddeaddeaddeaddeaddeaddeaddead1111,0x779ded0c9e1022225f8e0630b35a9b54be713736,10,90824058
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xaa1e6d0fc12f012f8a778fd8c6e1f09f33fc5efa,0xdeaddeaddeaddeaddeaddeaddeaddeaddead1111,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,25,66769198
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xaa2217a0aad4f92bb932f1872e3b0f1701123484,0xd2b4c9b0d70e3da1fbdd98f469bd02e77e12fc79,0xcda86a272531e8640cd7f1a92c01839911b90bb0,100,75349566
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xaa5b9a9b7804d7748b385f758efb266aa780a982,0x00000000efe302beaa2b3e6e1b18d08d69a9012a,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,10,70423468
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xaae5d7fadc577bb7558904bb9c421ac9a2c77d50,0x26a6b0dcdcfb981362afa56d581e4a7dba3be140,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,50,82181041
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xac6a7f9bcb8e497b1c27e22484c08964e86be6fc,0x1bdd8878252daddd3af2ba30628813271294edc0,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,69347623
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xafa082425d23892b077d8837c892e92e83dfe951,0xcabae6f6ea1ecab08ad02fe02ce9a44f09aebfa2,0xcda86a272531e8640cd7f1a92c01839911b90bb0,25,63564785
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xb0bbb8c165a9b3487b62b56c251e669aec7a8813,0x4515a45337f461a11ff0fe8abf3c606ae5dc00c9,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,25,65848181
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xb1d35661e53c79a4a65ba9f7e3e42c01d755089a,0x6789e6c2800658f12bc7827806461f6e0ba15b40,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,80719588
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xb2a3c41d98ea6a028eeb8d95e5fc6381b8079ae0,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,100,73866739
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xb2f548b70e3f6117b212aa7e9a455aa96301baac,0xd27b18915e7acc8fd6ac75db6766a80f8d2f5729,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,64396198
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xb35998ca055d8507601f2696670a193b9c86e8cf,0xeac30ed8609f564ae65c809c4bf42db2ff426d2c,0xdeaddeaddeaddeaddeaddeaddeaddeaddead1111,50,94529955
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xb544d0397447999b7cc85ac78c83bfe010b2e2fb,0x8c07b2c4ca7e64dbbf2e1d488ae8436af65ea1d5,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,25,68014469
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xbbf876cbf884512e3d521e8a575b61dd770b5706,0xeac30ed8609f564ae65c809c4bf42db2ff426d2c,0xdeaddeaddeaddeaddeaddeaddeaddeaddead1111,100,94302308
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xbe55ae95ea3fc604d23f8d39679848e27048d62f,0x371c7ec6d8039ff7933a2aa28eb827ffe1f52f07,0xcda86a272531e8640cd7f1a92c01839911b90bb0,25,64601217
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xc0729cde19741de280b230d650f0fdad2ad79d09,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,0x779ded0c9e1022225f8e0630b35a9b54be713736,25,90824058
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xc455fe28a76da80022d4c35a37eb08ff405eb78f,0xc96de26018a54d51c097160568752c4e3bd6c364,0xcabae6f6ea1ecab08ad02fe02ce9a44f09aebfa2,25,68319640
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xc48a6a8262d0cf1b779fd0617a149fc82042d8d9,0x26a6b0dcdcfb981362afa56d581e4a7dba3be140,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,69847534
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xc53883b7a5271455cb155d5d4457fd3b2ba8367b,0xdeaddeaddeaddeaddeaddeaddeaddeaddead1111,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,25,81072308
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xc5a93b4df056e425a577b145bd06766d02223830,0xdeaddeaddeaddeaddeaddeaddeaddeaddead1111,0x779ded0c9e1022225f8e0630b35a9b54be713736,100,95909262
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xc7450023885a3df8e7fc581f068531f6773295d2,0x29e408bd90212fa8cbfbee2e4ad63f0374daea62,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,72517518
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xcb582bcd5861ec50d7f74e21ff0b0c6f83ddda2f,0xeb466342c4d449bc9f53a865d5cb90586f405215,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,100,74739437
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xcbabf9543cf35065ec8fe740992ea39ce07a4e90,0xe6829d9a7ee3040e1276fa75293bde931859e8fa,0xcda86a272531e8640cd7f1a92c01839911b90bb0,100,77636058
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xcc0690a244d17e3336c476cf7a7aed47707c450e,0x984470edb95f7826e666007475522a6101cc29e8,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,25,75876761
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xcc631a92a5538646db422c9fffbc6ea48cd2243a,0x00000000efe302beaa2b3e6e1b18d08d69a9012a,0xcda86a272531e8640cd7f1a92c01839911b90bb0,10,70423468
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xccf72369a2ed02f1185e2055544a89b2d48269b8,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,0xe6829d9a7ee3040e1276fa75293bde931859e8fa,20,72555602
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xcd5c43aa9342b9b16edafb4d4414c5a9ac1108d2,0x8a3ed1f2d15b5015396f494cc1da977da38a6773,0xcda86a272531e8640cd7f1a92c01839911b90bb0,100,87227390
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xcde52365f4d51964e77de7203e7da718a4800b01,0x25356aeca4210ef7553140edb9b8026089e49396,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,100,75338626
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xce38afccaa39bef8c5c7a06fc0aca0ceafbe5b88,0x9f0c013016e8656bc256f948cd4b79ab25c7b94d,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,25,71028896
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xcf00e001f52b9424f8b34d2a8d33fbf151c65296,0x482deb2f7b9608a80ea91e71f06380e9891501c6,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,25,85265084
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xd14b0dcd319551ae4d7b12787c00ee1c1f9e1d2e,0x68fa48b1c2fe52b3d776e1953e0e782b5044ce28,0x779ded0c9e1022225f8e0630b35a9b54be713736,100,96575448
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xd413d10536221243fe3d5000814344a7d1495351,0x9f0c013016e8656bc256f948cd4b79ab25c7b94d,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,100,71028786
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xd454744eda8f7d7d888ea87dd7741bd70a88aae1,0x91824fc3573c5043837f6357b72f60014a710501,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,100,64523067
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xd4a1f03c2c4981f7b84b9de1af936bf34a20fa3a,0x4515a45337f461a11ff0fe8abf3c606ae5dc00c9,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,62270011
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xd5483a88e19ef875eba0982cdd0585ae044209a8,0xcabae6f6ea1ecab08ad02fe02ce9a44f09aebfa2,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,63565816
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xd5ff2ac28cca8428b2243433ee2a6316209b3f5c,0x8b1f5ec3fa18ca8366de7cee9205b2d8e7b8450d,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,50,66776398
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xd6537a6c12978ba613559f2a2747ba46ae5982cc,0x4b7f28397b4294277e7825f224172944f4f5a877,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,69509222
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xd9509b6ae9dd456ab955c1d9913147527a7055b9,0x8b1f5ec3fa18ca8366de7cee9205b2d8e7b8450d,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,100,64318598
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xdc39d7a23d52309b45be6e13c4b7948c78ce854f,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,0xcda86a272531e8640cd7f1a92c01839911b90bb0,100,69843277
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xe19bae75f02042de137fa6951fdba50411de3bf3,0xc96de26018a54d51c097160568752c4e3bd6c364,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,72765054
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xe50019c79cbd7c49cffa7c3f8080ea238de75962,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34,5,72555602
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xe5845383aa52f4d3a6f064c586bfca61bde09679,0x93919784c523f39cacaa98ee0a9d96c3f32b593e,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,100,69629699
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xe819fd507c397dc94343bedbf820435251da37f7,0x4b7f28397b4294277e7825f224172944f4f5a877,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,25,64505497
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xebb60e2ad988cb84766b37c3b0bb97538e0ca82b,0xd7782b99671dd23203ebd4584fc71cf2b3dbb111,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,100,64344383
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xebbd8957b13856f11ee147185138bd17511a9a05,0xd27b18915e7acc8fd6ac75db6766a80f8d2f5729,0xcda86a272531e8640cd7f1a92c01839911b90bb0,100,67618407
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xebcf4786cd1a47fe6a8ca75af674add06c84f4b4,0x371c7ec6d8039ff7933a2aa28eb827ffe1f52f07,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,25,67471525
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xef61d2e796901c7137bb1952c787a8fe36ec00c1,0x9f0c013016e8656bc256f948cd4b79ab25c7b94d,0xe6829d9a7ee3040e1276fa75293bde931859e8fa,20,71044526
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xf0601aa87a7341a38034b49f9517dd3adc2ddec4,0xe6829d9a7ee3040e1276fa75293bde931859e8fa,0xdeaddeaddeaddeaddeaddeaddeaddeaddead1111,1,71061275
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xf2f10b962cc5133b8fb5ef5c420823b9399ceaf0,0x7796f4e23a62ef3653829c21032a9e24beaf4cf5,0x779ded0c9e1022225f8e0630b35a9b54be713736,100,97648730
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xf454db19509a8ed3ff05208cb2dbad72a72195ca,0x111111d2bf19e43c34263401e0cad979ed1cdb61,0x779ded0c9e1022225f8e0630b35a9b54be713736,100,94364362
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xf53b930d94d687b7de1562beedfe7e31934dbd6a,0x9f0c013016e8656bc256f948cd4b79ab25c7b94d,0x00000000efe302beaa2b3e6e1b18d08d69a9012a,10,71177010
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xf59c79b91877c2b5909e703117beab9b4b5df0d6,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,0xcda86a272531e8640cd7f1a92c01839911b90bb0,10,62270011
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xf6c9020c9e915808481757779edb53daceae2415,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,15,61746701
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xf74fd0be02d38aa954d0e74ac1a997612fb7b5be,0x93919784c523f39cacaa98ee0a9d96c3f32b593e,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,75616980
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xf76f7bdbc6214e1f78c22f35ba74446fd7e58d1b,0xdeaddeaddeaddeaddeaddeaddeaddeaddead1111,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,50,67184160
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xf82ea495de6ac4e436898a726bfe5e271c3657aa,0x9f0c013016e8656bc256f948cd4b79ab25c7b94d,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,20,71029530
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xf93ec1880167fb1d6759397a965c392bd961f7c0,0x9f0c013016e8656bc256f948cd4b79ab25c7b94d,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,25,77051648
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xfa871e6d805bdd06c07a809932e6743fec731622,0xf4dfc8fdc06c71c48db9c9b26ed2480ca473645a,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,64096172
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xfb0887d603d99893f5dfa596e5655fca80a73258,0x8b1f5ec3fa18ca8366de7cee9205b2d8e7b8450d,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,50,66822327
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xfc7d250769bbe6d8088f0615719cbcf6b1bdc4c2,0xc96de26018a54d51c097160568752c4e3bd6c364,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,25,69513205
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xfc9d88653e2988b0e6525f1f521c974a25c88566,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,0x779ded0c9e1022225f8e0630b35a9b54be713736,1,87844244
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xfcc3654088dc6b42ca181430d294a0dc44df477e,0xdeaddeaddeaddeaddeaddeaddeaddeaddead1111,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,75234302
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xfe99af0cc615d46a4b5b48dfe0478ffe74b2027a,0xe6829d9a7ee3040e1276fa75293bde931859e8fa,0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34,10,71044526
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xff543ab2c870e67b3647accfd85aba22c1823fa0,0x85d86061e94ce01d3da0f9efa289c86ff136125a,0x78c1b0c915c4faa5fffa6cabf0219da63d7f4cb8,100,93461144
0xa6630671775c4ea2743840f9a5016dcf2a104054,0xff60fb8f429870ce4109aef3a4b7b33acb90b01b,0xcda86a272531e8640cd7f1a92c01839911b90bb0,0x779ded0c9e1022225f8e0630b35a9b54be713736,25,90824058
